Provider ID	Name	Address	City	State	ZIP	County	Phone	Hospital Type	Ownership	Emergency Services	Location
310074	LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS	355 GRAND STREET	JERSEY CITY	NJ	7302	HUDSON	2019152000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	355 GRAND STREET JERSEY CITY, NJ 07302 (40.71673355900049, -74.05067432099963)
310075	MONMOUTH MEDICAL CENTER	300 SECOND AVENUE	LONG BRANCH	NJ	7740	MONMOUTH	7322225200	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	300 SECOND AVENUE LONG BRANCH, NJ 07740 (40.29546739400047, -73.98364493499963)
310076	SAINT BARNABAS MEDICAL CENTER	94 OLD SHORT HILLS ROAD	LIVINGSTON	NJ	7039	ESSEX	9733225000	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	94 OLD SHORT HILLS ROAD LIVINGSTON, NJ 07039 (40.76345355400048, -74.30260595499965)
310081	INSPIRA MEDICAL CENTER WOODBURY	509 N BROAD ST	WOODBURY	NJ	8096	GLOUCESTER	8568450100	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	509 N BROAD ST WOODBURY, NJ 08096 (39.84383168800048, -75.14886341799968)
310083	EAST ORANGE GENERAL HOSPITAL	300 CENTRAL AVE	EAST ORANGE	NJ	7018	ESSEX	9732664401	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	300 CENTRAL AVE EAST ORANGE, NJ 07018 (40.75409514400047, -74.21378326899963)
310084	MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS	600 RIVER AVE	LAKEWOOD	NJ	8701	OCEAN	7323631900	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	600 RIVER AVE LAKEWOOD, NJ 08701 (40.07389627600048, -74.21742563099963)
310086	KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV	18 EAST LAUREL ROAD	STRATFORD	NJ	8084	CAMDEN	8563466000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	18 EAST LAUREL ROAD STRATFORD, NJ 08084 (39.828561650000495, -75.00900521299963)
310091	MEMORIAL HOSPITAL OF SALEM COUNTY	310 WOODSTOWN ROAD	SALEM	NJ	8079	SALEM	8569351000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	310 WOODSTOWN ROAD SALEM, NJ 08079 (39.59382073900048, -75.44552610199963)
310092	CAPITAL HEALTH SYSTEM-FULD CAMPUS	750 BRUNSWICK AVE	TRENTON	NJ	8638	MERCER	6093946000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	750 BRUNSWICK AVE TRENTON, NJ 08638 (40.23612488100048, -74.75269049299965)
310096	SAINT MICHAEL'S MEDICAL CENTER, INC	111 CENTRAL AVENUE	NEWARK	NJ	7102	ESSEX	9738775350	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	111 CENTRAL AVENUE NEWARK, NJ 07102 (40.743006736000495, -74.17434181399966)
310108	JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY	65 JAMES STREET	EDISON	NJ	8818	MIDDLESEX	7323217000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	65 JAMES STREET EDISON, NJ 08818 (40.5578238600005, -74.34988725799963)
310110	ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON	ONE HAMILTON HEALTH PLACE	HAMILTON	NJ	8690	MERCER	6095867900	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	ONE HAMILTON HEALTH PLACE HAMILTON, NJ 08690 (40.22407716900045, -74.66140820999965)
310111	CENTRASTATE MEDICAL CENTER	901 WEST MAIN STREET	FREEHOLD	NJ	7728	MONMOUTH	7324312000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	901 WEST MAIN STREET FREEHOLD, NJ 07728 (40.23612488100048, -74.31130663999966)
310112	BAYSHORE COMMUNITY HOSPITAL	727 N BEERS ST	HOLMDEL	NJ	7733	MONMOUTH	7327395900	Acute Care Hospitals	Proprietary	TRUE	727 N BEERS ST HOLMDEL, NJ 07733 (40.40424510200046, -74.19334409299967)
310113	SOUTHERN OCEAN MEDICAL CENTER	1140 RT 72 W	MANAHAWKIN	NJ	8050	OCEAN	6095976011	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1140 RT 72 W MANAHAWKIN, NJ 08050 (39.719859993000455, -74.28582507999965)
310115	HACKETTSTOWN REGIONAL MEDICAL CENTER	651 WILLOW GROVE ST	HACKETTSTOWN	NJ	7840	WARREN	9088525100	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	651 WILLOW GROVE ST HACKETTSTOWN, NJ 07840 (40.860443843000496, -74.81518104099968)
310118	MEADOWLANDS HOSPITAL MEDICAL CENTER	55 MEADOWLANDS PKWY	SECAUCUS	NJ	7094	HUDSON	2013923200	Acute Care Hospitals	Proprietary	TRUE	55 MEADOWLANDS PKWY SECAUCUS, NJ 07094 (40.791971800000454, -74.07184404199967)
310119	UNIVERSITY HOSPITAL	150 BERGEN ST	NEWARK	NJ	7103	ESSEX	9739725658	Acute Care Hospitals	Government - State	TRUE	150 BERGEN ST NEWARK, NJ 07103 (40.7402225240005, -74.19246416699963)
320001	UNM HOSPITAL	2211 LOMAS BOULEVARD NE	ALBUQUERQUE	NM	87106	BERNALILLO	5052722111	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	2211 LOMAS BOULEVARD NE ALBUQUERQUE, NM 87106 (35.08756841200045, -106.61749081199969)
320002	ST VINCENT HOSPITAL	455 ST MICHAEL'S DRIVE	SANTA FE	NM	87505	SANTA FE	5059135201	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	455 ST MICHAEL'S DRIVE SANTA FE, NM 87505 (35.657530566000446, -105.94601078899967)
320003	ALTA VISTA REGIONAL HOSPITAL	104 LEGION DRIVE	LAS VEGAS	NM	87701	SAN MIGUEL	5054263930	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	104 LEGION DRIVE LAS VEGAS, NM 87701 (35.62183806800044, -105.21071625999969)
320004	GERALD CHAMPION REGIONAL MEDICAL CENTER	2669 NORTH SCENIC DRIVE	ALAMOGORDO	NM	88310	OTERO	5754396100	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	2669 NORTH SCENIC DRIVE ALAMOGORDO, NM 88310 (32.92665975500046, -105.93373139199969)
320005	SAN JUAN REGIONAL MEDICAL CENTER	801 WEST MAPLE STREET	FARMINGTON	NM	87401	SAN JUAN	5056092000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	801 WEST MAPLE STREET FARMINGTON, NM 87401 (36.72429369900044, -108.21570108099968)
320006	EASTERN NEW MEXICO MEDICAL CENTER	405 W COUNTRY CLUB ROAD	ROSWELL	NM	88201	CHAVES	5756248722	Acute Care Hospitals	Proprietary	TRUE	405 W COUNTRY CLUB ROAD ROSWELL, NM 88201 (33.42332778600047, -104.5284707139997)
320009	LOVELACE MEDICAL CENTER	601 DR MARTIN LUTHER KING JR AVE NE	ALBUQUERQUE	NM	87102	BERNALILLO	5057278000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	601 DR MARTIN LUTHER KING JR AVE NE ALBUQUERQUE, NM 87102 (35.08571825200045, -106.6403938739997)
320011	PRESBYTERIAN ESPANOLA HOSPITAL	1010 SPRUCE STREET	ESPANOLA	NM	87532	RIO ARRIBA	5057537111	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1010 SPRUCE STREET ESPANOLA, NM 87532 (35.997084267000446, -106.08632369499969)
320013	HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS	1397 WEIMER ROAD	TAOS	NM	87571	TAOS	5757588883	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1397 WEIMER ROAD TAOS, NM 87571 (36.36747180800046, -105.57753976299966)
320016	GILA REGIONAL MEDICAL CENTER	1313 E 32ND ST	SILVER CITY	NM	88061	GRANT	5755384000	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	1313 E 32ND ST SILVER CITY, NM 88061 (32.79560734000046, -108.26188196399971)
320017	LOVELACE WOMEN'S HOSPITAL	4701 MONTGOMERY BOULEVARD NE	ALBUQUERQUE	NM	87109	BERNALILLO	5057277805	Acute Care Hospitals	Government - State	TRUE	4701 MONTGOMERY BOULEVARD NE ALBUQUERQUE, NM 87109 (35.13107857300048, -106.59019095099967)
320018	MEMORIAL MEDICAL CENTER INC	2450 SOUTH TELSHOR BLVD	LAS CRUCES	NM	88011	DONA ANA	5755228641	Acute Care Hospitals	Proprietary	TRUE	2450 SOUTH TELSHOR BLVD LAS CRUCES, NM 88011 (32.29176779800048, -106.73499997199968)
320021	PRESBYTERIAN HOSPITAL	1100 CENTRAL AVENUE SE	ALBUQUERQUE	NM	87106	BERNALILLO	5057248386	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	1100 CENTRAL AVENUE SE ALBUQUERQUE, NM 87106 (35.082273676000455, -106.63459413099969)
320022	PLAINS REGIONAL MEDICAL CENTER	2100 N MARTIN LUTHER KING, JR, BLVD	CLOVIS	NM	88101	CURRY	5757697155	Acute Care Hospitals	Government - Federal	TRUE	2100 N MARTIN LUTHER KING, JR, BLVD CLOVIS, NM 88101 (34.41941188800047, -103.2317600069997)
320030	ARTESIA GENERAL HOSPITAL	702 N 13TH STREET	ARTESIA	NM	88210	EDDY	5757483333	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	702 N 13TH STREET ARTESIA, NM 88210 (32.83552002500045, -104.41273322399968)
320033	LOS ALAMOS MEDICAL CENTER	3917 WEST ROAD	LOS ALAMOS	NM	87544	LOS ALAMOS	5056624201	Acute Care Hospitals	Proprietary	TRUE	3917 WEST ROAD LOS ALAMOS, NM 87544 (35.88065509700044, -106.32744175999966)
320038	REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES	1901 RED ROCK DRIVE	GALLUP	NM	87301	MCKINLEY	5058637000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1901 RED ROCK DRIVE GALLUP, NM 87301 (35.50740054600044, -108.7272158619997)
320057	SANTA FE PHS INDIAN HOSPITAL	1700 CERRILLOS ROAD	SANTA FE	NM	87501	SANTA FE	5059889821	Acute Care Hospitals	Government - Federal	FALSE	1700 CERRILLOS ROAD SANTA FE, NM 87501 (35.66683290700047, -105.9697178509997)
320058	MESCALERO PHS INDIAN HOSPITAL	P O BOX 210	MESCALERO	NM	88340	OTERO	5054644441	Acute Care Hospitals	Government - Federal	FALSE	P O BOX 210 MESCALERO, NM 88340 (33.219041922000486, -105.73987690999968)
320059	NORTHERN NAVAJO MEDICAL CENTER	US HWY 491 NORTH	SHIPROCK	NM	87420	SAN JUAN	5053686001	Acute Care Hospitals	Government - Federal	TRUE	US HWY 491 NORTH SHIPROCK, NM 87420 (36.82268954800048, -108.73589724199968)
32005F	VA NEW MEXICO HEALTHCARE SYSTEM	1501 SAN PEDRO DRIVE SE	ALBUQUERQUE	NM	87108	BERNALILLO	5052562889	ACUTE CARE - VETERANS ADMINISTRATION	Government Federal	FALSE	1501 SAN PEDRO DRIVE SE ALBUQUERQUE, NM 87108 (35.05519308100048, -106.5776840529997)
320060	ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER	ROUTE 301 NORTH B STREET	ZUNI	NM	87327	MCKINLEY	5057824431	Acute Care Hospitals	Government - Federal	TRUE	ROUTE 301 NORTH B STREET ZUNI, NM 87327 (35.07983908300048, -108.77695110999969)
320061	GALLUP INDIAN MEDICAL CENTER	516 E NIZHONI BLVD	GALLUP	NM	87301	MCKINLEY	5057221000	Acute Care Hospitals	Government - Federal	TRUE	516 E NIZHONI BLVD GALLUP, NM 87301 (35.50841576200048, -108.73030496999968)
320062	CROWNPOINT HEALTHCARE FACILITY	JUNCTION OF HWY 371	CROWNPOINT	NM	87313	MCKINLEY	5057865291	Acute Care Hospitals	Government - Federal	TRUE	JUNCTION OF HWY 371 CROWNPOINT, NM 87313 (35.82139606600049, -107.93101973399968)
320063	CARLSBAD MEDICAL CENTER	2430 WEST PIERCE STREET	CARLSBAD	NM	88220	EDDY	5758874570	Acute Care Hospitals	Proprietary	TRUE	2430 WEST PIERCE STREET CARLSBAD, NM 88220 (32.44161022300045, -104.25833950899965)
320065	LEA REGIONAL MEDICAL CENTER	5419 N LOVINGTON HIGHWAY	HOBBS	NM	88240	LEA	5754925000	Acute Care Hospitals	Proprietary	TRUE	5419 N LOVINGTON HIGHWAY HOBBS, NM 88240 (32.76092338500047, -103.1811203959997)
320067	GUADALUPE COUNTY HOSPITAL	117 CAMINO DE VIDA, SUITE 100	SANTA ROSA	NM	88435	GUADALUPE	5754723417	Acute Care Hospitals	Government - Local	FALSE	117 CAMINO DE VIDA, SUITE 100 SANTA ROSA, NM 88435 (34.929339611000444, -104.6931804939997)
320070	DHHS USPHS INDIAN HEALTH SERVICES	EXIT #102 OFF I-40 1/2 MILE SOUTH	SAN FIDEL	NM	87049	CIBOLA	5055525300	Acute Care Hospitals	Government - Federal	TRUE	EXIT #102 OFF I-40 1/2 MILE SOUTH SAN FIDEL, NM 87049 (35.08220200600044, -107.5985963979997)
320074	LOVELACE WESTSIDE HOSPITAL	10501 GOLFCOURSE ROAD NW	ALBUQUERQUE	NM	87114	BERNALILLO	5057272001	Acute Care Hospitals	Government - Federal	TRUE	10501 GOLFCOURSE ROAD NW ALBUQUERQUE, NM 87114 (35.20723172500044, -106.67577437799969)
320084	ROOSEVELT GENERAL HOSPITAL	42121 US HIGHWAY 70	PORTALES	NM	88130	ROOSEVELT	5753563412	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	42121 US HIGHWAY 70 PORTALES, NM 88130 (34.170130267000445, -103.36207545699966)
320085	MOUNTAIN VIEW REGIONAL MEDICAL CENTER	4311 EAST LOHMAN AVENUE	LAS CRUCES	NM	88011	DONA ANA	5755567600	Acute Care Hospitals	Proprietary	TRUE	4311 EAST LOHMAN AVENUE LAS CRUCES, NM 88011 (32.32190077600046, -106.72904321399966)
320086	LOVELACE REGIONAL HOSPITAL - ROSWELL	117 EAST 19TH STREET	ROSWELL	NM	88201	CHAVES	5756277000	Acute Care Hospitals	Physician	TRUE	117 EAST 19TH STREET ROSWELL, NM 88201 (33.415996522000455, -104.5207494289997)
320089	UNM SANDOVAL REGIONAL MEDICAL CENTER	3001 BROADMOOR BLVD NE	RIO RANCHO	NM	87144	SANDOVAL	5052728087	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	3001 BROADMOOR BLVD NE RIO RANCHO, NM 87144 (35.307232711000495, -106.6770012129997)
321300	SIERRA VISTA HOSPITAL	800 E NINTH AVENUE	T OR C	NM	87901	SIERRA	5758942111	Critical Access Hospitals	Government - Local	TRUE	800 E NINTH AVENUE T OR C, NM 87901 (33.139097887000446, -107.24177981499969)
321301	SOCORRO GENERAL HOSPITAL	1202 HIGHWAY 60 WEST	SOCORRO	NM	87801	SOCORRO	5758351140	Critical Access Hospitals	Proprietary	TRUE	1202 HIGHWAY 60 WEST SOCORRO, NM 87801 (34.03713171200047, -106.9130495179997)
321302	DR DAN C TRIGG MEMORIAL HOSPITAL	301 EAST MIEL DE LUNA AVENUE	TUCUMCARI	NM	88401	QUAY	5754617007	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	301 EAST MIEL DE LUNA AVENUE TUCUMCARI, NM 88401 (35.15636412200047, -103.72440867599965)
321304	UNION COUNTY GENERAL HOSPITAL	300 WILSON STREET	CLAYTON	NM	88415	UNION	5753742585	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	300 WILSON STREET CLAYTON, NM 88415 (36.455139500000485, -103.19337443099965)
321305	NOR-LEA HOSPITAL DISTRICT	1600 NORTH MAIN	LOVINGTON	NM	88260	LEA	5753966611	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	1600 NORTH MAIN LOVINGTON, NM 88260 (32.96407418700045, -103.3485566759997)
321306	LINCOLN COUNTY MEDICAL CENTER	211 SUDDERTH DRIVE	RUIDOSO	NM	88345	LINCOLN	5752578250	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	211 SUDDERTH DRIVE RUIDOSO, NM 88345 (33.32305391800048, -105.63080572099966)
321307	MINERS' COLFAX MEDICAL CENTER	203 HOSPITAL DRIVE	RATON	NM	87740	COLFAX	5754453661	Critical Access Hospitals	Government - Local	TRUE	203 HOSPITAL DRIVE RATON, NM 87740 (36.86268399600044, -104.44335984299966)
321308	CIBOLA GENERAL HOSPITAL	1016 ROOSEVELT AVENUE	GRANTS	NM	87020	CIBOLA	5052874446	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	1016 ROOSEVELT AVENUE GRANTS, NM 87020 (35.161197581000465, -107.82725576499968)
321309	MIMBRES MEMORIAL HOSPITAL	900 W ASH	DEMING	NM	88031	LUNA	5755465803	Critical Access Hospitals	Proprietary	TRUE	900 W ASH DEMING, NM 88031 (32.26742054300047, -107.75987865699966)
330003	ALBANY MEMORIAL HOSPITAL	600 NORTHERN BOULEVARD	ALBANY	NY	12204	ALBANY	5184713221	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	600 NORTHERN BOULEVARD ALBANY, NY 12204 (42.67457559100046, -73.74902192099967)
330004	HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS	396 BROADWAY	KINGSTON	NY	12401	ULSTER	9143313131	Acute Care Hospitals	Voluntary non-profit - Private	FALSE	396 BROADWAY KINGSTON, NY 12401 (41.926507323000465, -73.99579113799967)
330005	KALEIDA HEALTH	726 EXCHANGE STREET, SUITE 522	BUFFALO	NY	14210	ERIE	7168598620	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	726 EXCHANGE STREET, SUITE 522 BUFFALO, NY 14210 (42.87432710100046, -78.84865596099968)
330006	ST JOSEPH'S MEDICAL CENTER	127 SOUTH BROADWAY	YONKERS	NY	10701	WESTCHESTER	9143787000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	127 SOUTH BROADWAY YONKERS, NY 10701 (40.92961575300046, -73.89700558699963)
330008	WYOMING COUNTY COMMUNITY HOSPITAL	400 NORTH MAIN STREET	WARSAW	NY	14569	WYOMING	5857862233	Acute Care Hospitals	Government - Local	TRUE	400 NORTH MAIN STREET WARSAW, NY 14569 (42.75423283300046, -78.13245404599968)
330009	BRONX-LEBANON HOSPITAL CENTER	1276 FULTON AVENUE	BRONX	NY	10456	BRONX	2125887000	Acute Care Hospitals	Proprietary	TRUE	1276 FULTON AVENUE BRONX, NY 10456 (40.83164255800045, -73.90378373999965)
330011	OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC	169 RIVERSIDE DRIVE	BINGHAMTON	NY	13905	BROOME	6077985111	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	169 RIVERSIDE DRIVE BINGHAMTON, NY 13905 (42.09269286300048, -75.93587650699965)
330013	ALBANY MEDICAL CENTER HOSPITAL	43 NEW SCOTLAND AVENUE	ALBANY	NY	12208	ALBANY	5182623125	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	43 NEW SCOTLAND AVENUE ALBANY, NY 12208 (42.65322139300048, -73.77398808799967)
330014	JAMAICA HOSPITAL MEDICAL CENTER	89TH AVENUE AND VAN WYCK EXPRESSWAY	JAMAICA	NY	11418	QUEENS	7182626000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	89TH AVENUE AND VAN WYCK EXPRESSWAY JAMAICA, NY 11418 (40.70142312100046, -73.81628594799963)
330019	NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.	2525 KINGS HIGHWAY	BROOKLYN	NY	11229	KINGS	7186925302	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	2525 KINGS HIGHWAY BROOKLYN, NY 11229 (40.61380483300047, -73.94830675599962)
330023	VASSAR BROTHERS MEDICAL CENTER	45 READE PLACE	POUGHKEEPSIE	NY	12601	DUTCHESS	8454548500	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	45 READE PLACE POUGHKEEPSIE, NY 12601 (41.69448931700049, -73.93500054199967)
330024	MOUNT SINAI HOSPITAL	ONE GUSTAVE L LEVY PLACE	NEW YORK	NY	10029	NEW YORK	2122417981	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	ONE GUSTAVE L LEVY PLACE NEW YORK, NY 10029 (40.791925938000475, -73.94447795799965)
330027	NASSAU UNIVERSITY MEDICAL CENTER	2201 HEMPSTEAD TURNPIKE	EAST MEADOW	NY	11554	NASSAU	5165720123	Acute Care Hospitals	Government - State	TRUE	2201 HEMPSTEAD TURNPIKE EAST MEADOW, NY 11554 (40.72533917800047, -73.55429809199967)
330028	RICHMOND UNIVERSITY MEDICAL CENTER	355 BARD AVENUE	STATEN ISLAND	NY	10304	RICHMOND	7188181234	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	355 BARD AVENUE STATEN ISLAND, NY 10304 (40.635647605000486, -74.10669158399963)
330030	NEWARK-WAYNE COMMUNITY HOSPITAL	111 DRIVING PARK AVENUE	NEWARK	NY	14513	WAYNE	3153322022	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	111 DRIVING PARK AVENUE NEWARK, NY 14513 (43.05431388800048, -77.10011835699964)
330033	CHENANGO MEMORIAL HOSPITAL, INC	179 NORTH BROAD STREET	NORWICH	NY	13815	CHENANGO	6073354111	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	179 NORTH BROAD STREET NORWICH, NY 13815 (42.541772807000484, -75.52474696399963)
330043	SOUTHSIDE HOSPITAL	301 EAST MAIN STREET	BAY SHORE	NY	11706	SUFFOLK	6319683000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	301 EAST MAIN STREET BAY SHORE, NY 11706 (40.7250772320005, -73.23991615999967)
330044	FAXTON-ST LUKE'S HEALTHCARE	1656 CHAMPLIN AVENUE	UTICA	NY	13503	ONEIDA	3157986000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1656 CHAMPLIN AVENUE UTICA, NY 13503 (43.09836000100046, -75.27549493799967)
330045	HUNTINGTON HOSPITAL	270 PARK AVENUE	HUNTINGTON	NY	11743	SUFFOLK	6313512000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	270 PARK AVENUE HUNTINGTON, NY 11743 (40.87967427400048, -73.41749431099964)
330046	ST LUKE'S ROOSEVELT HOSPITAL	1111 AMSTERDAM AVENUE	NEW YORK	NY	10025	NEW YORK	2125234000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1111 AMSTERDAM AVENUE NEW YORK, NY 10025 (40.8058443000005, -73.96172233799967)
330047	ST MARY'S HOSPITAL AT AMSTERDAM	427 GUY PARK AVENUE	AMSTERDAM	NY	12010	MONTGOMERY	5188421900	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	427 GUY PARK AVENUE AMSTERDAM, NY 12010 (42.95352573400049, -74.21554164999964)
330049	NORTHERN DUTCHESS HOSPITAL	6511 SPRINGBROOK AVENUE	RHINEBECK	NY	12572	DUTCHESS	8458713391	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	6511 SPRINGBROOK AVENUE RHINEBECK, NY 12572 (41.93414478000045, -73.91238661899968)
330053	MEDINA MEMORIAL HOSPITAL	200 OHIO STREET	MEDINA	NY	14103	ORLEANS	5857988111	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	200 OHIO STREET MEDINA, NY 14103 (43.223649399000465, -78.39708823999968)
330055	NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS	56-45 MAIN STREET	FLUSHING	NY	11355	QUEENS	7186701231	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	56-45 MAIN STREET FLUSHING, NY 11355 (40.74722408800045, -73.82613492399963)
330056	BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS	121 DEKALB AVENUE	BROOKLYN	NY	11201	KINGS	7182508000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	121 DEKALB AVENUE BROOKLYN, NY 11201 (40.689869786000486, -73.97800735899966)
330057	ST PETER'S HOSPITAL	315 SOUTH MANNING BOULEVARD	ALBANY	NY	12208	ALBANY	5185251550	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	315 SOUTH MANNING BOULEVARD ALBANY, NY 12208 (42.6577707130005, -73.80378411399965)
330058	GENEVA GENERAL HOSPITAL	196 -198 NORTH STREET	GENEVA	NY	14456	ONTARIO	3157874175	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	196 -198 NORTH STREET GENEVA, NY 14456 (42.8631857150005, -76.98898855099964)
330059	MONTEFIORE MEDICAL CENTER	111 EAST 210TH STREET	BRONX	NY	10467	BRONX	7189204321	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	111 EAST 210TH STREET BRONX, NY 10467 (40.87984826900049, -73.88018500799967)
330061	LAWRENCE HOSPITAL CENTER	55 PALMER AVENUE	BRONXVILLE	NY	10708	WESTCHESTER	9147871000	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	55 PALMER AVENUE BRONXVILLE, NY 10708 (40.94160369700046, -73.83662092199967)
330065	NIAGARA FALLS MEMORIAL MEDICAL CENTER	621 TENTH STREET	NIAGARA FALLS	NY	14302	NIAGARA	7162784000	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	621 TENTH STREET NIAGARA FALLS, NY 14302 (43.09349000600048, -79.05041111499963)
330067	ST FRANCIS HOSPITAL	241 NORTH ROAD	POUGHKEEPSIE	NY	12601	DUTCHESS	8454835000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	241 NORTH ROAD POUGHKEEPSIE, NY 12601 (41.71856422200045, -73.93014621699967)
330073	UNITED MEMORIAL MEDICAL CENTER	127 NORTH STREET	BATAVIA	NY	14020	GENESEE	5853436030	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	127 NORTH STREET BATAVIA, NY 14020 (43.00392654100045, -78.17704620099965)
330074	F F THOMPSON HOSPITAL	350 PARRISH STREET	CANANDAIGUA	NY	14424	ONTARIO	5853966000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	350 PARRISH STREET CANANDAIGUA, NY 14424 (42.87562572200045, -77.28821057699963)
330078	SISTERS OF CHARITY HOSPITAL	2157 MAIN STREET	BUFFALO	NY	14214	ERIE	7168621000	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	2157 MAIN STREET BUFFALO, NY 14214 (42.92941654200047, -78.84964922799963)
330079	ADIRONDACK MEDICAL CENTER	2233 STATE ROUTE 86	SARANAC LAKE	NY	12983	FRANKLIN	5188914141	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	2233 STATE ROUTE 86 SARANAC LAKE, NY 12983 (44.344921006000504, -74.14459220199967)
330080	LINCOLN MEDICAL & MENTAL HEALTH CENTER	234 EAST 149TH STREET	BRONX	NY	10451	BRONX	7185795000	Acute Care Hospitals	Government - Local	TRUE	234 EAST 149TH STREET BRONX, NY 10451 (40.81772106900047, -73.92407410399966)
330084	ALICE HYDE MEDICAL CENTER	133 PARK STREET	MALONE	NY	12953	FRANKLIN	5184833000	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	133 PARK STREET MALONE, NY 12953 (44.8568267010005, -74.29199423799963)
330085	AURELIA OSBORN FOX MEMORIAL HOSPITAL	ONE NORTON AVENUE	ONEONTA	NY	13820	OTSEGO	6074232000	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	ONE NORTON AVENUE ONEONTA, NY 13820 (42.45721881600048, -75.05147673399966)
330086	MONTEFIORE MOUNT VERNON HOSPITAL	12 NORTH 7TH AVENUE	MOUNT VERNON	NY	10550	WESTCHESTER	9146648000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	12 NORTH 7TH AVENUE MOUNT VERNON, NY 10550 (40.91027772700045, -73.83965349499965)
